"","Status","Score","Match_type","Side","Match_addr","ARC_Street","File_","Directory","Full_Link","Quick_Link","Date_","Location","Back_of_Sh","Job_Catego","Hyperlink","Leak_Numbe","Leak_Num_Y","Leak_Class","POINT_X","POINT_Y","lon","lat"
"53","M",100,"A","R","422 HAWLEY AVE","422 Hawley Ave.","Page0019.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0019.tif","Page0019.tif",2011-02-10,"422 Hawley Ave.","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0020.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0019.tif","045","2011",0,-8475692.7698,5320078.6712,-76.1384435861266,43.0532376319575
"54","M",100,"A","R","700 E WASHINGTON ST","700 East Washington St.","Page0021.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0021.tif","Page0021.tif",2011-02-10,"700 East Washington St.","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0022.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0021.tif","044","2011",0,-8476096.9789,5319495.4488,-76.1420746582517,43.0494091434208
"55","M",100,"A","R","250 WHEATON RD","250 Wheaton Rd.","Page0023.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0023.tif","Page0023.tif",2011-02-10,"250 Wheaton Rd.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0023.tif","043","2011",0,-8474328.8501,5322678.2055,-76.1261912869984,43.0702990344592
"56","M",100,"A","R","308 GREENWOOD PL","308 Greenwood Pl.","Page0025.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0025.tif","Page0025.tif",2011-02-10,"308 Greenwood Pl.","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0026.tif","Shut Off Service","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0025.tif",NA,NA,0,-8473877.955,5318166.0496,-76.1221408273997,43.040681579915
"57","M",100,"A","R","210 GLENWOOD AVE","210-212 Glenwood Ave","Page0029.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0029.tif","Page0029.tif",2011-02-11,"210-212 Glenwood Ave","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0030.tif","Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0029.tif",NA,NA,0,-8478418.8865,5314975.4065,-76.1629327091056,43.0197298032275
"58","M",100,"A","R","544 VALLEY DR","544 Valley Dr.","Page0031.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0031.tif","Page0031.tif",2011-02-11,"544 Valley Dr.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0031.tif",NA,NA,0,-8477843.761,5313752.9526,-76.1577662688363,43.0117005042122
"59","M",100,"A","R","518 HILLSBORO PKWY","518 Hillsboro Pkwy","Page0035.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0035.tif","Page0035.tif",2011-02-12,"518 Hillsboro Pkwy",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0035.tif","046","2011",0,-8469813.3641,5318104.0791,-76.0856279861081,43.0402747106008
"60","M",52,"A","R","2564 ERIE BLVD E","2564 East Erie Blvd.","Page0037.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0037.tif","Page0037.tif",2011-02-13,"2564 East Erie Blvd.","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0038.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0037.tif","048","2011",0,-8471652.5928,5320148.5458,-76.1021500586301,43.0536962987634
"61","M",100,"A","L","115 TURTLE ST","115 Turtle St.","Page0039.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0039.tif","Page0039.tif",2011-02-13,"115 Turtle St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0039.tif","049","2011",0,-8478312.9893,5322063.5182,-76.1619814183726,43.0662651145183
"62","M",75,"A","L","175 MILNOR AVE","175 Milnor St.","Page0041.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0041.tif","Page0041.tif",2011-02-13,"175 Milnor St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0041.tif","047","2011",0,-8471522.1178,5319209.6519,-76.1009779817632,43.0475329791301
"63","M",100,"A","L","1913 BELLEVUE AVE","1913 Bellevue Ave","Page0045.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0045.tif","Page0045.tif",2011-02-14,"1913 Bellevue Ave","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0046.tif","Conduit Repairs","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0045.tif",NA,NA,0,-8480937.1921,5316906.8821,-76.1855550332113,43.0324139455816
"64","M",94,"A","L","923 SALT SPRINGS RD","923 Salt Spring Rd.","Page0047.tif","S:\WORKSHEETS\02-07-2011_thru_02-14-2011","S:\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0047.tif","Page0047.tif",2011-02-14,"923 Salt Spring Rd.",NA,"Curb Stop Repair/Replace","\\water-server3\waterdept\WORKSHEETS\02-07-2011_thru_02-14-2011\Page0047.tif",NA,NA,0,-8471343.5303,5319126.58,-76.0993737029551,43.0469876281875
"65","M",86,"A",NA,"S EDWARDS AVE & CALEB AVE","Edwards Ave & Caleb Ave","Page0003.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0003.tif","Page0003.tif",2011-02-15,"Edwards Ave & Caleb Ave",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0003.tif","052","2011",0,-8472030.1015,5321078.9829,-76.1055412769811,43.0598034931724
"66","M",100,"A","L","229 WINTHROP RD","229 Winthrop Rd.","Page0005.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0005.tif","Page0005.tif",2011-02-15,"229 Winthrop Rd.",NA,"Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0005.tif",NA,NA,0,-8470996.088,5321996.7152,-76.0962525756707,43.0658267000842
"67","M",100,"A","R","100 KEEN PL","100 Keen Pl.","Page0007.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0007.tif","Page0007.tif",2011-02-15,"100 Keen Pl.","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0008.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0007.tif","051","2011",0,-8477795.4827,5314350.1824,-76.1573325774884,43.0156233490615
"68","M",100,"A","R","204 HERKIMER ST","204 Herkimer St.","Page0009.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0009.tif","Page0009.tif",2011-02-15,"204 Herkimer St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0009.tif","050","2011",0,-8481415.7787,5320234.0184,-76.1898542497868,43.0542573483938
"69","M",100,"A","R","606 THURBER ST","606 Thurber St.","Page0013.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0013.tif","Page0013.tif",2011-02-16,"606 Thurber St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0013.tif","052","2011",0,-8474295.1578,5314919.5131,-76.1258886239179,43.0193627081386
"70","M",100,"A","R","1524 VALLEY DR","1524 Valley Dr.","Page0015.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0015.tif","Page0015.tif",2011-02-17,"1524 Valley Dr.","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0016.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0015.tif","053","2011",0,-8477344.3837,5312428.2525,-76.153280286225,43.0029984483794
"71","M",100,"A","L","513 FAYETTE BLVD","513 Fayette Blvd.","Page0017.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0017.tif","Page0017.tif",2011-02-16,"513 Fayette Blvd.","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0018.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0017.tif","054","2011",0,-8470786.1677,5319486.8723,-76.0943668295314,43.0493528423051
"72","M",100,"A",NA,"THURBER ST & ARNOLD AVE","Thurber St. & Arnold Ave","Page0019.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0019.tif","Page0019.tif",2011-02-16,"Thurber St. & Arnold Ave","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0020.tif","Valve Repair","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0019.tif",NA,NA,0,-8474282.9579,5314911.9324,-76.1257790303516,43.0193129196629
"73","M",100,"A","R","640 MYRTLE ST","640 Myrtle St.","Page0021.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0021.tif","Page0021.tif",2011-02-16,"640 Myrtle St.","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0022.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0021.tif","056","2011",0,-8482041.887,5319600.1469,-76.1954786763409,43.050096438251
"74","M",85,"A",NA,"SOLAR ST & PLUM ST","Solar & Plum St.","Page0025.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0025.tif","Page0025.tif",2011-02-17,"Solar & Plum St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0025.tif",NA,"2011",0,-8477818.8429,5320591.921,-76.1575424257355,43.0566065966528
"75","M",100,"A","R","300 HOPE AVE","300 Hope Ave","Page0027.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0027.tif","Page0027.tif",2011-02-17,"300 Hope Ave",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0027.tif","055","2011",0,-8477129.2896,5315111.4765,-76.1513480630494,43.0206234707431
"76","M",93,"A","L","159 RICHFIELD AVE","159 Richfeild Ave.","Page0029.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0029.tif","Page0029.tif",2011-02-17,"159 Richfeild Ave.",NA,"Dig Gate Box","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0029.tif",NA,NA,0,-8476194.2999,5310311.106,-76.1429489076694,42.9890881922745
"77","M",100,"A","R","232 W DIVISION ST","232 West Division st.","Page0033.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0033.tif","Page0033.tif",2011-02-18,"232 West Division st.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0033.tif","059","2011",0,-8477820.2001,5320985.9315,-76.1575546176705,43.059192750629
"78","M",100,"A","L","211 DELAWARE ST","211 Delaware St.","Page0035.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0035.tif","Page0035.tif",2011-02-18,"211 Delaware St.","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0036.tif","Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0035.tif","058","2011",0,-8478784.6086,5317460.9187,-76.1662180466273,43.0360518609637
"79","M",100,"A","L","209 KENWICK DR","209 Kenwick Dr.","Page0039.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0039.tif","Page0039.tif",2011-02-21,"209 Kenwick Dr.","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0040.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0039.tif","063","2011",0,-8475339.7241,5323394.3736,-76.1352721226436,43.0749985930133
"80","M",100,"A","R","304 SUNSET AVE","304 Sunset Ave.","Page0045.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0045.tif","Page0045.tif",2011-02-22,"304 Sunset Ave.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0045.tif","066","2011",0,-8478247.2543,5322007.4119,-76.1613909108206,43.0658969005507
"81","M",100,"A","R","206 MYRTLE ST","206 Myrtle St.","Page0047.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0047.tif","Page0047.tif",2011-02-23,"206 Myrtle St.","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0048.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0047.tif","068","2011",0,-8481701.0845,5318921.5809,-76.1924171953947,43.0456418280344
"82","M",23,"M","R","300 RIEGEL ST","REIGLE ST.","Page0049.tif","S:\WORKSHEETS\02-15-2011_thru_02-22-2011","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0049.tif","Page0049.tif",2011-02-22,"East Riegal St.","S:\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0050.tif","Valve Repair","\\water-server3\waterdept\WORKSHEETS\02-15-2011_thru_02-22-2011\Page0049.tif","061","2011",0,-8473552.9896,5320245.7772,-76.1192216135434,43.054334533785
"83","M",100,"A",NA,"MYRTLE ST & SCHUYLER ST","Myrtle St. & Schuyler St.","Page0013.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0013.tif","Page0013.tif",2011-02-25,"Myrtle St. & Schuyler St.","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0014.tif","Valve Repair","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0013.tif",NA,NA,0,-8481795.4565,5319087.1679,-76.1932649534946,43.0467288936846
"84","M",100,"A",NA,"THURBER ST & JAMESVILLE AVE","Thurber St. & Jamesville Ave.","Page0015.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0015.tif","Page0015.tif",2011-02-25,"Thurber St. & Jamesville Ave.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0015.tif",NA,NA,0,-8474852.6468,5314874.0716,-76.1308966328122,43.0190642571248
"85","M",100,"A","L","1913 BELLEVUE AVE","1913 Bellevue Ave","Page0021.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0021.tif","Page0021.tif",2011-02-28,"1913 Bellevue Ave","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0022.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0021.tif","071","2011",0,-8480937.1921,5316906.8821,-76.1855550332113,43.0324139455816
"86","M",100,"A","R","424 GREENWOOD PL","424 Greenwood Pl.","Page0003.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0003.tif","Page0003.tif",2011-02-24,"424 Greenwood Pl.","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0004.tif","Repair/Hook Up Service","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0003.tif","069","2011",0,-8473822.1576,5318021.3599,-76.1216395908274,43.0397316108239
"87","M",75,"A","L","217 SCOTTHOLM BLVD","217 Scottholm Ter.","Page0005.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0005.tif","Page0005.tif",2011-02-23,"217 Scottholm Ter.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0005.tif","064","2011",0,-8472695.7344,5318588.0544,-76.1115207590579,43.0434521942782
"88","M",100,"A",NA,"E WILLOW ST & PROSPECT AVE","East Willow St. & Prospect Ave.","Page0007.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0007.tif","Page0007.tif",2011-02-24,"East Willow St. & Prospect Ave.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0007.tif","070","2011",0,-8476731.5445,5320174.9679,-76.1477750580243,43.0538697362894
"89","M",100,"A","L","515 DANFORTH ST","515/519 Danforth St.","Page0027.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0027.tif","Page0027.tif",2011-03-01,"515/519 Danforth St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0027.tif","072","2011",0,-8477790.2884,5322163.078,-76.1572859162977,43.0669184993164
"90","M",100,"A","L","519 DANFORTH ST","519 Danforth St.","Page0029.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0029.tif","Page0029.tif",2011-03-02,"519 Danforth St.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0029.tif","073","2011",0,-8477786.6474,5322169.7916,-76.1572532086382,43.0669625586579
"91","T",71,"A",NA,"ROXBURY RD & MILFORD DR E","Roxbury Rd. & East Milford Dr.","Page0031.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0031.tif","Page0031.tif",2011-03-01,"Roxbury Rd. & East Milford Dr.","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0032.tif","Valve Repair","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0031.tif","062","2011",0,-8471112.3839,5322098.3723,-76.0972972795152,43.0664938536075
"92","M",100,"A","R","260 S EDWARDS AVE","260 South Edwards Ave","Page0033.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0033.tif","Page0033.tif",2011-03-01,"260 South Edwards Ave","Replace Curb Box\260 South Edwards Ave","Dig Curb Box","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0033.tif",NA,NA,0,-8472091.045,5321870.7931,-76.1060887417563,43.0650002905555
"93","M",100,"A","L","519 DANFORTH ST","519 Danforth St.","Page0037.tif","S:\WORKSHEETS\02-23-2011_thru_03-02-2011","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0037.tif","Page0037.tif",2011-03-02,"519 Danforth St.","S:\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0038.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\02-23-2011_thru_03-02-2011\Page0037.tif","075","2011",0,-8477786.6474,5322169.7916,-76.1572532086382,43.0669625586579
"94","M",100,"A",NA,"N ALVORD ST & DANFORTH ST","North Alvord St. & Danforth St.","Page0003.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0003.tif","Page0003.tif",2011-03-03,"North Alvord St. & Danforth St.","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0004.tif","Valve Repair","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0003.tif","074","2011",0,-8477798.5606,5322130.3337,-76.1573602267346,43.066703607851
"95","M",100,"A","R","206 MYRTLE ST","206 Myrtle St.","Page0005.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0005.tif","Page0005.tif",2011-03-01,"206 Myrtle St.",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0005.tif",NA,NA,0,-8481701.0845,5318921.5809,-76.1924171953947,43.0456418280344
"96","M",100,"A","R","404 LEXINGTON AVE","404 Lexington Ave","Page0009.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0009.tif","Page0009.tif",2011-03-04,"404 Lexington Ave",NA,"Curb Stop Repair/Replace","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0009.tif",NA,NA,0,-8473291.545,5319151.9548,-76.1168730167421,43.0471542093518
"97","M",100,"A","L","177 GRACE ST","177 Grace St.","Page0011.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0011.tif","Page0011.tif",2011-03-04,"177 Grace St.",NA,"Shut Off Service","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0011.tif",NA,NA,0,-8478711.2905,5317893.0615,-76.165559418929,43.0388892475141
"98","M",100,"M","L","2507 E FAYETTE ST","2507 EAST FAYETTE ST.","Page0013.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0013.tif","Page0013.tif",2011-03-04,"2507 East Fayette Sat.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0013.tif","076","2011",0,-8472447.3282,5319345.1758,-76.1092892881966,43.0484226568921
"99","M",100,"A","R","614 JAMES ST","614 James St.","Page0017.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0017.tif","Page0017.tif",2011-03-06,"614 James St.",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0017.tif",NA,NA,0,-8476342.6365,5320251.2239,-76.1442814380191,43.0543702861817
"100","M",100,"A",NA,"JAMES ST & CATHERINE ST","James St. & Catherine St.","Page0021.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0021.tif","Page0021.tif",2011-03-07,"James St. & Catherine St.",NA,"Valve Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0021.tif",NA,NA,0,-8476214.2117,5320348.4334,-76.1431277784121,43.0550083704378
"101","M",57,"A","R","170 INTREPID LA","170 Intrepid Ln.","Page0027.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0027.tif","Page0027.tif",2011-03-07,"170 Intrepid Ln.",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0027.tif","077","2011",0,-8474543.1341,5312493.1292,-76.1281162329218,43.0034246570712
"102","M",71,"M",NA,"S WILBUR AVE & MAGNOLIA ST","WILBUR ST & MAGNOLIA ST","Page0031.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0031.tif","Page0031.tif",2011-03-09,"Fowler High School",NA,"Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0031.tif","078","2011",0,-8479656.092,5318434.8266,-76.1740467152081,43.0424462127391
"103","M",78,"A",NA,"VAN RENSSELAER ST & W BEAR ST","VanRensselear & West Bear St.","Page0033.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0033.tif","Page0033.tif",2011-02-21,"VanRensselear & West Bear St.",NA,"Valve Repair","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0033.tif","065","2011",0,-8479226.7823,5321291.2617,-76.1701901605568,43.0611967615752
"104","M",100,"A","R","932 WESTCOTT ST","932 Westcott St.","Page0037.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0037.tif","Page0037.tif",2011-03-10,"932 Westcott St.",NA,"Hydrant Replacement/Installation/Relocation","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0037.tif",NA,NA,0,-8473511.865,5317277.5756,-76.1188521849761,43.034848017289
"105","M",78,"A",NA,"VAN RENSSELAER ST & W BEAR ST","VanRensselear & West Bear St.","Page0039.tif","S:\WORKSHEETS\03-03-2011_thru_03-11-2011","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0039.tif","Page0039.tif",2011-03-10,"VanRensselear & West Bear St.","S:\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0040.tif","Main Break/Leak","\\water-server3\waterdept\WORKSHEETS\03-03-2011_thru_03-11-2011\Page0039.tif","045","2011",0,-8479226.7823,5321291.2617,-76.1701901605568,43.0611967615752
